SID,PID,Source,Permission
ch31,125,Estonians,Public
ch34,125,Estonians,Public
ch55,125,Estonians,Public
ch60,125,Estonians,Public
ch76,125,Estonians,Public
ch86,125,Estonians,Public
lezgin19_1m,126,Estonians,Public
lezgin20_1m,126,Estonians,Public
lezgin8_1m,126,Estonians,Public
lez13,126,Estonians,Public
lez15,126,Estonians,Public
lez17,126,Estonians,Public
lez24,126,Estonians,Public
lez25,126,Estonians,Public
lez3,126,Estonians,Public
lez31,126,Estonians,Public
lez33,126,Estonians,Public
lez36,126,Estonians,Public
lez37,126,Estonians,Public
lez38,126,Estonians,Public
lez40,126,Estonians,Public
lez42,126,Estonians,Public
